surface,molecule,functional,mode,E_ads,E_ads_ML,delta,provenance,complex_directory
Ag111,ethene,beef_vdw,SPE,-0.223,-0.17,+0.056,Previously published single-point result,
Ag111,formaldehyde,pbe,relaxed,-0.72,-0.26,+0.46,"Previously published energy retained; current audit: Slab size mismatch. H2CO_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: converged; slab: converged; molecule: converged",
Ag111,formaldehyde,pbe,SPE,-0.676,-0.26,+0.416,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formaldehyde/singlepoint/PBE
Ag111,formaldehyde,pbe_d3,relaxed,-0.90,-0.26,+0.64,"Previously published energy retained; current audit: Slab size mismatch. H2CO_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: converged; slab: converged; molecule: converged",
Ag111,formaldehyde,pbe_d3,SPE,-0.698,-0.26,+0.438,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formaldehyde/singlepoint/PBE_D3
Ag111,formaldehyde,r2scan,relaxed,—,-0.26,—,"No previously published energy; current audit: Slab size mismatch. H2CO_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: unfinished; slab: converged; molecule: converged",
Ag111,formaldehyde,r2scan,SPE,-1.130,-0.26,+0.870,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formaldehyde/singlepoint/r2scan
Ag111,formaldehyde,beef_vdw,relaxed,-25.099,-0.26,+24.839,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets. Slab: /kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw ENERGY REVIEW: |E_ads| > 5 eV.",
Ag111,formaldehyde,beef_vdw,SPE,-25.087,-0.26,+24.827,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets.",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formaldehyde/singlepoint/beef_vdw
Ag111,formate,pbe,relaxed,-3.21,-1.98,+1.23,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,formate,pbe,SPE,-3.204,-1.98,+1.224,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formate/singlepoint/PBE
Ag111,formate,pbe_d3,relaxed,-3.57,-1.98,+1.59,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,formate,pbe_d3,SPE,-3.396,-1.98,+1.416,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formate/singlepoint/PBE_D3
Ag111,formate,r2scan,relaxed,-4.34,-1.98,+2.36,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,formate,r2scan,SPE,-4.219,-1.98,+2.239,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formate/singlepoint/r2scan
Ag111,formate,beef_vdw,relaxed,—,-1.98,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,formate,beef_vdw,SPE,-27.777,-1.98,+25.797,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets.",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formate/singlepoint/beef_vdw
Ag111,formic_acid,pbe,relaxed,-0.81,-0.34,+0.48,"Previously published energy retained; current audit: Slab size mismatch. HCOOH_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: converged; slab: converged; molecule: converged",
Ag111,formic_acid,pbe,SPE,-0.772,-0.34,+0.432,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formic_acid/singlepoint/PBE
Ag111,formic_acid,pbe_d3,relaxed,-1.14,-0.34,+0.80,"Previously published energy retained; current audit: Slab size mismatch. HCOOH_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: converged; slab: converged; molecule: converged",
Ag111,formic_acid,pbe_d3,SPE,-0.899,-0.34,+0.559,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formic_acid/singlepoint/PBE_D3
Ag111,formic_acid,r2scan,relaxed,-1.48,-0.34,+1.15,"Previously published energy retained; current audit: Slab size mismatch. HCOOH_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: unfinished; slab: converged; molecule: converged",
Ag111,formic_acid,r2scan,SPE,-1.266,-0.34,+0.926,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formic_acid/singlepoint/r2scan
Ag111,formic_acid,beef_vdw,relaxed,-25.229,-0.34,+24.889,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets. Slab: /kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw ENERGY REVIEW: |E_ads| > 5 eV.",
Ag111,formic_acid,beef_vdw,SPE,-25.219,-0.34,+24.879,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets.",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_formic_acid/singlepoint/beef_vdw
Ag111,glycerol,pbe,relaxed,-1.40,-0.58,+0.82,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,glycerol,pbe,SPE,-0.830,-0.58,+0.250,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_glycerol/singlepoint/PBE
Ag111,glycerol,pbe_d3,relaxed,-2.02,-0.58,+1.44,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,glycerol,pbe_d3,SPE,-1.212,-0.58,+0.632,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_glycerol/singlepoint/PBE_D3
Ag111,glycerol,r2scan,relaxed,-2.46,-0.58,+1.88,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,glycerol,r2scan,SPE,-1.432,-0.58,+0.852,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_glycerol/singlepoint/r2scan
Ag111,glycerol,beef_vdw,relaxed,—,-0.58,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,glycerol,beef_vdw,SPE,—,-0.58,—,,
Ag111,isopropanol,pbe,relaxed,-1.33,-0.41,+0.92,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,isopropanol,pbe,SPE,-0.755,-0.41,+0.345,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_isopropanol/singlepoint/PBE
Ag111,isopropanol,pbe_d3,relaxed,-1.81,-0.41,+1.39,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,isopropanol,pbe_d3,SPE,-0.985,-0.41,+0.575,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_isopropanol/singlepoint/PBE_D3
Ag111,isopropanol,r2scan,relaxed,-2.39,-0.41,+1.98,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,isopropanol,r2scan,SPE,-1.290,-0.41,+0.880,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_isopropanol/singlepoint/r2scan
Ag111,isopropanol,beef_vdw,relaxed,—,-0.41,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,isopropanol,beef_vdw,SPE,-25.348,-0.41,+24.938,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets.",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_isopropanol/singlepoint/beef_vdw
Ag111,methane,pbe,relaxed,-0.70,-0.39,+0.31,"Previously published energy retained; current audit: Slab size mismatch. CH4_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: converged; slab: converged; molecule: converged",
Ag111,methane,pbe,SPE,-0.663,-0.39,+0.273,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH4/singlepoint/PBE
Ag111,methane,pbe_d3,relaxed,-0.86,-0.39,+0.47,"Previously published energy retained; current audit: Slab size mismatch. CH4_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: converged; slab: converged; molecule: converged",
Ag111,methane,pbe_d3,SPE,-0.675,-0.39,+0.285,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH4/singlepoint/PBE_D3
Ag111,methane,r2scan,relaxed,-1.27,-0.39,+0.87,"Previously published energy retained; current audit: Slab size mismatch. CH4_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: unfinished; slab: converged; molecule: converged",
Ag111,methane,r2scan,SPE,-1.095,-0.39,+0.705,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH4/singlepoint/r2scan
Ag111,methane,beef_vdw,relaxed,-25.067,-0.39,+24.677,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets. Slab: /kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw ENERGY REVIEW: |E_ads| > 5 eV.",
Ag111,methane,beef_vdw,SPE,-25.065,-0.39,+24.675,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets.",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_CH4/singlepoint/beef_vdw
Ag111,methanol,pbe,relaxed,-0.79,-0.33,+0.46,"Previously published energy retained; current audit: Slab size mismatch. CH3OH_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: converged; slab: converged; molecule: converged",
Ag111,methanol,pbe,SPE,-0.758,-0.33,+0.428,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methanol/singlepoint/PBE
Ag111,methanol,pbe_d3,relaxed,-1.09,-0.33,+0.76,"Previously published energy retained; current audit: Slab size mismatch. CH3OH_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: converged; slab: converged; molecule: converged",
Ag111,methanol,pbe_d3,SPE,-0.849,-0.33,+0.519,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methanol/singlepoint/PBE_D3
Ag111,methanol,r2scan,relaxed,-1.39,-0.33,+1.06,"Previously published energy retained; current audit: Slab size mismatch. CH3OH_Ag111: slab size mismatch: complex has 36 Ag, reference has 64; complex: unfinished; slab: converged; molecule: converged",
Ag111,methanol,r2scan,SPE,-1.264,-0.33,+0.934,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C1/Ag111_methanol/singlepoint/r2scan
Ag111,methanol,beef_vdw,relaxed,-25.212,-0.33,+24.882,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets. Slab: /kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Ag111_n36/beef_vdw ENERGY REVIEW: |E_ads| > 5 eV.",
Ag111,methanol,beef_vdw,SPE,-25.204,-0.33,+24.874,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets.",/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ag111/singlepoint/beef_vdw
Ag111,propane,pbe,relaxed,-1.23,-0.28,+0.95,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,propane,pbe,SPE,-0.680,-0.28,+0.400,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_propane/singlepoint/PBE
Ag111,propane,pbe_d3,relaxed,-1.56,-0.28,+1.28,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,propane,pbe_d3,SPE,-0.846,-0.28,+0.566,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_propane/singlepoint/PBE_D3
Ag111,propane,r2scan,relaxed,-2.20,-0.28,+1.92,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,propane,r2scan,SPE,-1.140,-0.28,+0.860,Kestrel NSW=0 complex with converged relaxed slab and molecule references,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_propane/singlepoint/r2scan
Ag111,propane,beef_vdw,relaxed,—,-0.28,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,propane,beef_vdw,SPE,-25.240,-0.28,+24.960,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets.",/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/C3/Ag111_propane/singlepoint/beef_vdw
Ag111,propanol,pbe,relaxed,-1.35,-0.39,+0.96,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,propanol,pbe,SPE,-0.114,-0.39,-0.275,Previously published single-point result,
Ag111,propanol,pbe_d3,relaxed,-1.80,-0.39,+1.42,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,propanol,pbe_d3,SPE,-0.408,-0.39,+0.019,Previously published single-point result,
Ag111,propanol,r2scan,relaxed,-2.38,-0.39,+1.99,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,propanol,r2scan,SPE,-0.212,-0.39,-0.177,Previously published single-point result,
Ag111,propanol,beef_vdw,relaxed,—,-0.39,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Ag111,propanol,beef_vdw,SPE,-0.439,-0.39,+0.050,Previously published single-point result,
Ag111,propene,pbe,relaxed,-1.26,-0.18,+1.08,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
